group,subgroup,codepoints,status,emoji,name
People & Body,person-role,1F469 1F3FC 200D 1F680,fully-qualified,👩🏼‍🚀,E4.0 woman astronaut: medium-light skin tone
People & Body,person-role,1F469 1F3FD 200D 1F680,fully-qualified,👩🏽‍🚀,E4.0 woman astronaut: medium skin tone
People & Body,person-role,1F469 1F3FE 200D 1F680,fully-qualified,👩🏾‍🚀,E4.0 woman astronaut: medium-dark skin tone
People & Body,person-role,1F469 1F3FF 200D 1F680,fully-qualified,👩🏿‍🚀,E4.0 woman astronaut: dark skin tone
People & Body,person-role,1F9D1 200D 1F692,fully-qualified,🧑‍🚒,E12.1 firefighter
People & Body,person-role,1F9D1 1F3FB 200D 1F692,fully-qualified,🧑🏻‍🚒,E12.1 firefighter: light skin tone
People & Body,person-role,1F9D1 1F3FC 200D 1F692,fully-qualified,🧑🏼‍🚒,E12.1 firefighter: medium-light skin tone
People & Body,person-role,1F9D1 1F3FD 200D 1F692,fully-qualified,🧑🏽‍🚒,E12.1 firefighter: medium skin tone
People & Body,person-role,1F9D1 1F3FE 200D 1F692,fully-qualified,🧑🏾‍🚒,E12.1 firefighter: medium-dark skin tone
People & Body,person-role,1F9D1 1F3FF 200D 1F692,fully-qualified,🧑🏿‍🚒,E12.1 firefighter: dark skin tone
People & Body,person-role,1F468 200D 1F692,fully-qualified,👨‍🚒,E4.0 man firefighter
People & Body,person-role,1F468 1F3FB 200D 1F692,fully-qualified,👨🏻‍🚒,E4.0 man firefighter: light skin tone
People & Body,person-role,1F468 1F3FC 200D 1F692,fully-qualified,👨🏼‍🚒,E4.0 man firefighter: medium-light skin tone
People & Body,person-role,1F468 1F3FD 200D 1F692,fully-qualified,👨🏽‍🚒,E4.0 man firefighter: medium skin tone
People & Body,person-role,1F468 1F3FE 200D 1F692,fully-qualified,👨🏾‍🚒,E4.0 man firefighter: medium-dark skin tone
People & Body,person-role,1F468 1F3FF 200D 1F692,fully-qualified,👨🏿‍🚒,E4.0 man firefighter: dark skin tone
People & Body,person-role,1F469 200D 1F692,fully-qualified,👩‍🚒,E4.0 woman firefighter
People & Body,person-role,1F469 1F3FB 200D 1F692,fully-qualified,👩🏻‍🚒,E4.0 woman firefighter: light skin tone
People & Body,person-role,1F469 1F3FC 200D 1F692,fully-qualified,👩🏼‍🚒,E4.0 woman firefighter: medium-light skin tone
People & Body,person-role,1F469 1F3FD 200D 1F692,fully-qualified,👩🏽‍🚒,E4.0 woman firefighter: medium skin tone
People & Body,person-role,1F469 1F3FE 200D 1F692,fully-qualified,👩🏾‍🚒,E4.0 woman firefighter: medium-dark skin tone
People & Body,person-role,1F469 1F3FF 200D 1F692,fully-qualified,👩🏿‍🚒,E4.0 woman firefighter: dark skin tone
People & Body,person-role,1F46E,fully-qualified,👮,E0.6 police officer
People & Body,person-role,1F46E 1F3FB,fully-qualified,👮🏻,E1.0 police officer: light skin tone
People & Body,person-role,1F46E 1F3FC,fully-qualified,👮🏼,E1.0 police officer: medium-light skin tone
People & Body,person-role,1F46E 1F3FD,fully-qualified,👮🏽,E1.0 police officer: medium skin tone
People & Body,person-role,1F46E 1F3FE,fully-qualified,👮🏾,E1.0 police officer: medium-dark skin tone
People & Body,person-role,1F46E 1F3FF,fully-qualified,👮🏿,E1.0 police officer: dark skin tone
People & Body,person-role,1F46E 200D 2642 FE0F,fully-qualified,👮‍♂️,E4.0 man police officer
People & Body,person-role,1F46E 200D 2642,minimally-qualified,👮‍♂,E4.0 man police officer
People & Body,person-role,1F46E 1F3FB 200D 2642 FE0F,fully-qualified,👮🏻‍♂️,E4.0 man police officer: light skin tone
People & Body,person-role,1F46E 1F3FB 200D 2642,minimally-qualified,👮🏻‍♂,E4.0 man police officer: light skin tone
People & Body,person-role,1F46E 1F3FC 200D 2642 FE0F,fully-qualified,👮🏼‍♂️,E4.0 man police officer: medium-light skin tone
People & Body,person-role,1F46E 1F3FC 200D 2642,minimally-qualified,👮🏼‍♂,E4.0 man police officer: medium-light skin tone
People & Body,person-role,1F46E 1F3FD 200D 2642 FE0F,fully-qualified,👮🏽‍♂️,E4.0 man police officer: medium skin tone
People & Body,person-role,1F46E 1F3FD 200D 2642,minimally-qualified,👮🏽‍♂,E4.0 man police officer: medium skin tone
People & Body,person-role,1F46E 1F3FE 200D 2642 FE0F,fully-qualified,👮🏾‍♂️,E4.0 man police officer: medium-dark skin tone
People & Body,person-role,1F46E 1F3FE 200D 2642,minimally-qualified,👮🏾‍♂,E4.0 man police officer: medium-dark skin tone
People & Body,person-role,1F46E 1F3FF 200D 2642 FE0F,fully-qualified,👮🏿‍♂️,E4.0 man police officer: dark skin tone
People & Body,person-role,1F46E 1F3FF 200D 2642,minimally-qualified,👮🏿‍♂,E4.0 man police officer: dark skin tone
People & Body,person-role,1F46E 200D 2640 FE0F,fully-qualified,👮‍♀️,E4.0 woman police officer
People & Body,person-role,1F46E 200D 2640,minimally-qualified,👮‍♀,E4.0 woman police officer
People & Body,person-role,1F46E 1F3FB 200D 2640 FE0F,fully-qualified,👮🏻‍♀️,E4.0 woman police officer: light skin tone
People & Body,person-role,1F46E 1F3FB 200D 2640,minimally-qualified,👮🏻‍♀,E4.0 woman police officer: light skin tone
People & Body,person-role,1F46E 1F3FC 200D 2640 FE0F,fully-qualified,👮🏼‍♀️,E4.0 woman police officer: medium-light skin tone
People & Body,person-role,1F46E 1F3FC 200D 2640,minimally-qualified,👮🏼‍♀,E4.0 woman police officer: medium-light skin tone
People & Body,person-role,1F46E 1F3FD 200D 2640 FE0F,fully-qualified,👮🏽‍♀️,E4.0 woman police officer: medium skin tone
People & Body,person-role,1F46E 1F3FD 200D 2640,minimally-qualified,👮🏽‍♀,E4.0 woman police officer: medium skin tone
People & Body,person-role,1F46E 1F3FE 200D 2640 FE0F,fully-qualified,👮🏾‍♀️,E4.0 woman police officer: medium-dark skin tone
People & Body,person-role,1F46E 1F3FE 200D 2640,minimally-qualified,👮🏾‍♀,E4.0 woman police officer: medium-dark skin tone
People & Body,person-role,1F46E 1F3FF 200D 2640 FE0F,fully-qualified,👮🏿‍♀️,E4.0 woman police officer: dark skin tone
People & Body,person-role,1F46E 1F3FF 200D 2640,minimally-qualified,👮🏿‍♀,E4.0 woman police officer: dark skin tone
People & Body,person-role,1F575 FE0F,fully-qualified,🕵️,E0.7 detective
People & Body,person-role,1F575,unqualified,🕵,E0.7 detective
People & Body,person-role,1F575 1F3FB,fully-qualified,🕵🏻,E2.0 detective: light skin tone
People & Body,person-role,1F575 1F3FC,fully-qualified,🕵🏼,E2.0 detective: medium-light skin tone
People & Body,person-role,1F575 1F3FD,fully-qualified,🕵🏽,E2.0 detective: medium skin tone
People & Body,person-role,1F575 1F3FE,fully-qualified,🕵🏾,E2.0 detective: medium-dark skin tone
People & Body,person-role,1F575 1F3FF,fully-qualified,🕵🏿,E2.0 detective: dark skin tone
People & Body,person-role,1F575 FE0F 200D 2642 FE0F,fully-qualified,🕵️‍♂️,E4.0 man detective
People & Body,person-role,1F575 200D 2642 FE0F,unqualified,🕵‍♂️,E4.0 man detective
People & Body,person-role,1F575 FE0F 200D 2642,minimally-qualified,🕵️‍♂,E4.0 man detective
People & Body,person-role,1F575 200D 2642,unqualified,🕵‍♂,E4.0 man detective
People & Body,person-role,1F575 1F3FB 200D 2642 FE0F,fully-qualified,🕵🏻‍♂️,E4.0 man detective: light skin tone
People & Body,person-role,1F575 1F3FB 200D 2642,minimally-qualified,🕵🏻‍♂,E4.0 man detective: light skin tone
People & Body,person-role,1F575 1F3FC 200D 2642 FE0F,fully-qualified,🕵🏼‍♂️,E4.0 man detective: medium-light skin tone
People & Body,person-role,1F575 1F3FC 200D 2642,minimally-qualified,🕵🏼‍♂,E4.0 man detective: medium-light skin tone
People & Body,person-role,1F575 1F3FD 200D 2642 FE0F,fully-qualified,🕵🏽‍♂️,E4.0 man detective: medium skin tone
People & Body,person-role,1F575 1F3FD 200D 2642,minimally-qualified,🕵🏽‍♂,E4.0 man detective: medium skin tone
People & Body,person-role,1F575 1F3FE 200D 2642 FE0F,fully-qualified,🕵🏾‍♂️,E4.0 man detective: medium-dark skin tone
People & Body,person-role,1F575 1F3FE 200D 2642,minimally-qualified,🕵🏾‍♂,E4.0 man detective: medium-dark skin tone
People & Body,person-role,1F575 1F3FF 200D 2642 FE0F,fully-qualified,🕵🏿‍♂️,E4.0 man detective: dark skin tone
People & Body,person-role,1F575 1F3FF 200D 2642,minimally-qualified,🕵🏿‍♂,E4.0 man detective: dark skin tone
People & Body,person-role,1F575 FE0F 200D 2640 FE0F,fully-qualified,🕵️‍♀️,E4.0 woman detective
People & Body,person-role,1F575 200D 2640 FE0F,unqualified,🕵‍♀️,E4.0 woman detective
People & Body,person-role,1F575 FE0F 200D 2640,minimally-qualified,🕵️‍♀,E4.0 woman detective
People & Body,person-role,1F575 200D 2640,unqualified,🕵‍♀,E4.0 woman detective
People & Body,person-role,1F575 1F3FB 200D 2640 FE0F,fully-qualified,🕵🏻‍♀️,E4.0 woman detective: light skin tone
People & Body,person-role,1F575 1F3FB 200D 2640,minimally-qualified,🕵🏻‍♀,E4.0 woman detective: light skin tone
People & Body,person-role,1F575 1F3FC 200D 2640 FE0F,fully-qualified,🕵🏼‍♀️,E4.0 woman detective: medium-light skin tone
People & Body,person-role,1F575 1F3FC 200D 2640,minimally-qualified,🕵🏼‍♀,E4.0 woman detective: medium-light skin tone
People & Body,person-role,1F575 1F3FD 200D 2640 FE0F,fully-qualified,🕵🏽‍♀️,E4.0 woman detective: medium skin tone
People & Body,person-role,1F575 1F3FD 200D 2640,minimally-qualified,🕵🏽‍♀,E4.0 woman detective: medium skin tone
People & Body,person-role,1F575 1F3FE 200D 2640 FE0F,fully-qualified,🕵🏾‍♀️,E4.0 woman detective: medium-dark skin tone
People & Body,person-role,1F575 1F3FE 200D 2640,minimally-qualified,🕵🏾‍♀,E4.0 woman detective: medium-dark skin tone
People & Body,person-role,1F575 1F3FF 200D 2640 FE0F,fully-qualified,🕵🏿‍♀️,E4.0 woman detective: dark skin tone
People & Body,person-role,1F575 1F3FF 200D 2640,minimally-qualified,🕵🏿‍♀,E4.0 woman detective: dark skin tone
People & Body,person-role,1F482,fully-qualified,💂,E0.6 guard
People & Body,person-role,1F482 1F3FB,fully-qualified,💂🏻,E1.0 guard: light skin tone
People & Body,person-role,1F482 1F3FC,fully-qualified,💂🏼,E1.0 guard: medium-light skin tone
People & Body,person-role,1F482 1F3FD,fully-qualified,💂🏽,E1.0 guard: medium skin tone
People & Body,person-role,1F482 1F3FE,fully-qualified,💂🏾,E1.0 guard: medium-dark skin tone
People & Body,person-role,1F482 1F3FF,fully-qualified,💂🏿,E1.0 guard: dark skin tone
People & Body,person-role,1F482 200D 2642 FE0F,fully-qualified,💂‍♂️,E4.0 man guard
People & Body,person-role,1F482 200D 2642,minimally-qualified,💂‍♂,E4.0 man guard
People & Body,person-role,1F482 1F3FB 200D 2642 FE0F,fully-qualified,💂🏻‍♂️,E4.0 man guard: light skin tone
People & Body,person-role,1F482 1F3FB 200D 2642,minimally-qualified,💂🏻‍♂,E4.0 man guard: light skin tone
People & Body,person-role,1F482 1F3FC 200D 2642 FE0F,fully-qualified,💂🏼‍♂️,E4.0 man guard: medium-light skin tone
People & Body,person-role,1F482 1F3FC 200D 2642,minimally-qualified,💂🏼‍♂,E4.0 man guard: medium-light skin tone
People & Body,person-role,1F482 1F3FD 200D 2642 FE0F,fully-qualified,💂🏽‍♂️,E4.0 man guard: medium skin tone
People & Body,person-role,1F482 1F3FD 200D 2642,minimally-qualified,💂🏽‍♂,E4.0 man guard: medium skin tone
People & Body,person-role,1F482 1F3FE 200D 2642 FE0F,fully-qualified,💂🏾‍♂️,E4.0 man guard: medium-dark skin tone
People & Body,person-role,1F482 1F3FE 200D 2642,minimally-qualified,💂🏾‍♂,E4.0 man guard: medium-dark skin tone
People & Body,person-role,1F482 1F3FF 200D 2642 FE0F,fully-qualified,💂🏿‍♂️,E4.0 man guard: dark skin tone
People & Body,person-role,1F482 1F3FF 200D 2642,minimally-qualified,💂🏿‍♂,E4.0 man guard: dark skin tone
People & Body,person-role,1F482 200D 2640 FE0F,fully-qualified,💂‍♀️,E4.0 woman guard
People & Body,person-role,1F482 200D 2640,minimally-qualified,💂‍♀,E4.0 woman guard
People & Body,person-role,1F482 1F3FB 200D 2640 FE0F,fully-qualified,💂🏻‍♀️,E4.0 woman guard: light skin tone
People & Body,person-role,1F482 1F3FB 200D 2640,minimally-qualified,💂🏻‍♀,E4.0 woman guard: light skin tone
People & Body,person-role,1F482 1F3FC 200D 2640 FE0F,fully-qualified,💂🏼‍♀️,E4.0 woman guard: medium-light skin tone
People & Body,person-role,1F482 1F3FC 200D 2640,minimally-qualified,💂🏼‍♀,E4.0 woman guard: medium-light skin tone
People & Body,person-role,1F482 1F3FD 200D 2640 FE0F,fully-qualified,💂🏽‍♀️,E4.0 woman guard: medium skin tone
People & Body,person-role,1F482 1F3FD 200D 2640,minimally-qualified,💂🏽‍♀,E4.0 woman guard: medium skin tone
People & Body,person-role,1F482 1F3FE 200D 2640 FE0F,fully-qualified,💂🏾‍♀️,E4.0 woman guard: medium-dark skin tone
People & Body,person-role,1F482 1F3FE 200D 2640,minimally-qualified,💂🏾‍♀,E4.0 woman guard: medium-dark skin tone
People & Body,person-role,1F482 1F3FF 200D 2640 FE0F,fully-qualified,💂🏿‍♀️,E4.0 woman guard: dark skin tone
People & Body,person-role,1F482 1F3FF 200D 2640,minimally-qualified,💂🏿‍♀,E4.0 woman guard: dark skin tone
People & Body,person-role,1F977,fully-qualified,🥷,E13.0 ninja
People & Body,person-role,1F977 1F3FB,fully-qualified,🥷🏻,E13.0 ninja: light skin tone
People & Body,person-role,1F977 1F3FC,fully-qualified,🥷🏼,E13.0 ninja: medium-light skin tone
People & Body,person-role,1F977 1F3FD,fully-qualified,🥷🏽,E13.0 ninja: medium skin tone
People & Body,person-role,1F977 1F3FE,fully-qualified,🥷🏾,E13.0 ninja: medium-dark skin tone
People & Body,person-role,1F977 1F3FF,fully-qualified,🥷🏿,E13.0 ninja: dark skin tone
People & Body,person-role,1F477,fully-qualified,👷,E0.6 construction worker
People & Body,person-role,1F477 1F3FB,fully-qualified,👷🏻,E1.0 construction worker: light skin tone
People & Body,person-role,1F477 1F3FC,fully-qualified,👷🏼,E1.0 construction worker: medium-light skin tone
People & Body,person-role,1F477 1F3FD,fully-qualified,👷🏽,E1.0 construction worker: medium skin tone
People & Body,person-role,1F477 1F3FE,fully-qualified,👷🏾,E1.0 construction worker: medium-dark skin tone
People & Body,person-role,1F477 1F3FF,fully-qualified,👷🏿,E1.0 construction worker: dark skin tone
People & Body,person-role,1F477 200D 2642 FE0F,fully-qualified,👷‍♂️,E4.0 man construction worker
People & Body,person-role,1F477 200D 2642,minimally-qualified,👷‍♂,E4.0 man construction worker
People & Body,person-role,1F477 1F3FB 200D 2642 FE0F,fully-qualified,👷🏻‍♂️,E4.0 man construction worker: light skin tone
People & Body,person-role,1F477 1F3FB 200D 2642,minimally-qualified,👷🏻‍♂,E4.0 man construction worker: light skin tone
People & Body,person-role,1F477 1F3FC 200D 2642 FE0F,fully-qualified,👷🏼‍♂️,E4.0 man construction worker: medium-light skin tone
People & Body,person-role,1F477 1F3FC 200D 2642,minimally-qualified,👷🏼‍♂,E4.0 man construction worker: medium-light skin tone
People & Body,person-role,1F477 1F3FD 200D 2642 FE0F,fully-qualified,👷🏽‍♂️,E4.0 man construction worker: medium skin tone
People & Body,person-role,1F477 1F3FD 200D 2642,minimally-qualified,👷🏽‍♂,E4.0 man construction worker: medium skin tone
People & Body,person-role,1F477 1F3FE 200D 2642 FE0F,fully-qualified,👷🏾‍♂️,E4.0 man construction worker: medium-dark skin tone
People & Body,person-role,1F477 1F3FE 200D 2642,minimally-qualified,👷🏾‍♂,E4.0 man construction worker: medium-dark skin tone
People & Body,person-role,1F477 1F3FF 200D 2642 FE0F,fully-qualified,👷🏿‍♂️,E4.0 man construction worker: dark skin tone
People & Body,person-role,1F477 1F3FF 200D 2642,minimally-qualified,👷🏿‍♂,E4.0 man construction worker: dark skin tone
People & Body,person-role,1F477 200D 2640 FE0F,fully-qualified,👷‍♀️,E4.0 woman construction worker
People & Body,person-role,1F477 200D 2640,minimally-qualified,👷‍♀,E4.0 woman construction worker
People & Body,person-role,1F477 1F3FB 200D 2640 FE0F,fully-qualified,👷🏻‍♀️,E4.0 woman construction worker: light skin tone
People & Body,person-role,1F477 1F3FB 200D 2640,minimally-qualified,👷🏻‍♀,E4.0 woman construction worker: light skin tone
People & Body,person-role,1F477 1F3FC 200D 2640 FE0F,fully-qualified,👷🏼‍♀️,E4.0 woman construction worker: medium-light skin tone
People & Body,person-role,1F477 1F3FC 200D 2640,minimally-qualified,👷🏼‍♀,E4.0 woman construction worker: medium-light skin tone
People & Body,person-role,1F477 1F3FD 200D 2640 FE0F,fully-qualified,👷🏽‍♀️,E4.0 woman construction worker: medium skin tone
People & Body,person-role,1F477 1F3FD 200D 2640,minimally-qualified,👷🏽‍♀,E4.0 woman construction worker: medium skin tone
People & Body,person-role,1F477 1F3FE 200D 2640 FE0F,fully-qualified,👷🏾‍♀️,E4.0 woman construction worker: medium-dark skin tone
People & Body,person-role,1F477 1F3FE 200D 2640,minimally-qualified,👷🏾‍♀,E4.0 woman construction worker: medium-dark skin tone
People & Body,person-role,1F477 1F3FF 200D 2640 FE0F,fully-qualified,👷🏿‍♀️,E4.0 woman construction worker: dark skin tone
People & Body,person-role,1F477 1F3FF 200D 2640,minimally-qualified,👷🏿‍♀,E4.0 woman construction worker: dark skin tone
People & Body,person-role,1FAC5,fully-qualified,🫅,E14.0 person with crown
People & Body,person-role,1FAC5 1F3FB,fully-qualified,🫅🏻,E14.0 person with crown: light skin tone
People & Body,person-role,1FAC5 1F3FC,fully-qualified,🫅🏼,E14.0 person with crown: medium-light skin tone
People & Body,person-role,1FAC5 1F3FD,fully-qualified,🫅🏽,E14.0 person with crown: medium skin tone
People & Body,person-role,1FAC5 1F3FE,fully-qualified,🫅🏾,E14.0 person with crown: medium-dark skin tone
People & Body,person-role,1FAC5 1F3FF,fully-qualified,🫅🏿,E14.0 person with crown: dark skin tone
People & Body,person-role,1F934,fully-qualified,🤴,E3.0 prince
People & Body,person-role,1F934 1F3FB,fully-qualified,🤴🏻,E3.0 prince: light skin tone
People & Body,person-role,1F934 1F3FC,fully-qualified,🤴🏼,E3.0 prince: medium-light skin tone
People & Body,person-role,1F934 1F3FD,fully-qualified,🤴🏽,E3.0 prince: medium skin tone
People & Body,person-role,1F934 1F3FE,fully-qualified,🤴🏾,E3.0 prince: medium-dark skin tone
People & Body,person-role,1F934 1F3FF,fully-qualified,🤴🏿,E3.0 prince: dark skin tone
People & Body,person-role,1F478,fully-qualified,👸,E0.6 princess
People & Body,person-role,1F478 1F3FB,fully-qualified,👸🏻,E1.0 princess: light skin tone
People & Body,person-role,1F478 1F3FC,fully-qualified,👸🏼,E1.0 princess: medium-light skin tone
People & Body,person-role,1F478 1F3FD,fully-qualified,👸🏽,E1.0 princess: medium skin tone
People & Body,person-role,1F478 1F3FE,fully-qualified,👸🏾,E1.0 princess: medium-dark skin tone
People & Body,person-role,1F478 1F3FF,fully-qualified,👸🏿,E1.0 princess: dark skin tone
People & Body,person-role,1F473,fully-qualified,👳,E0.6 person wearing turban
People & Body,person-role,1F473 1F3FB,fully-qualified,👳🏻,E1.0 person wearing turban: light skin tone
People & Body,person-role,1F473 1F3FC,fully-qualified,👳🏼,E1.0 person wearing turban: medium-light skin tone
People & Body,person-role,1F473 1F3FD,fully-qualified,👳🏽,E1.0 person wearing turban: medium skin tone
People & Body,person-role,1F473 1F3FE,fully-qualified,👳🏾,E1.0 person wearing turban: medium-dark skin tone
People & Body,person-role,1F473 1F3FF,fully-qualified,👳🏿,E1.0 person wearing turban: dark skin tone
People & Body,person-role,1F473 200D 2642 FE0F,fully-qualified,👳‍♂️,E4.0 man wearing turban
People & Body,person-role,1F473 200D 2642,minimally-qualified,👳‍♂,E4.0 man wearing turban
People & Body,person-role,1F473 1F3FB 200D 2642 FE0F,fully-qualified,👳🏻‍♂️,E4.0 man wearing turban: light skin tone
People & Body,person-role,1F473 1F3FB 200D 2642,minimally-qualified,👳🏻‍♂,E4.0 man wearing turban: light skin tone
People & Body,person-role,1F473 1F3FC 200D 2642 FE0F,fully-qualified,👳🏼‍♂️,E4.0 man wearing turban: medium-light skin tone
People & Body,person-role,1F473 1F3FC 200D 2642,minimally-qualified,👳🏼‍♂,E4.0 man wearing turban: medium-light skin tone
People & Body,person-role,1F473 1F3FD 200D 2642 FE0F,fully-qualified,👳🏽‍♂️,E4.0 man wearing turban: medium skin tone
People & Body,person-role,1F473 1F3FD 200D 2642,minimally-qualified,👳🏽‍♂,E4.0 man wearing turban: medium skin tone
People & Body,person-role,1F473 1F3FE 200D 2642 FE0F,fully-qualified,👳🏾‍♂️,E4.0 man wearing turban: medium-dark skin tone
People & Body,person-role,1F473 1F3FE 200D 2642,minimally-qualified,👳🏾‍♂,E4.0 man wearing turban: medium-dark skin tone
People & Body,person-role,1F473 1F3FF 200D 2642 FE0F,fully-qualified,👳🏿‍♂️,E4.0 man wearing turban: dark skin tone
People & Body,person-role,1F473 1F3FF 200D 2642,minimally-qualified,👳🏿‍♂,E4.0 man wearing turban: dark skin tone
People & Body,person-role,1F473 200D 2640 FE0F,fully-qualified,👳‍♀️,E4.0 woman wearing turban
People & Body,person-role,1F473 200D 2640,minimally-qualified,👳‍♀,E4.0 woman wearing turban
People & Body,person-role,1F473 1F3FB 200D 2640 FE0F,fully-qualified,👳🏻‍♀️,E4.0 woman wearing turban: light skin tone
People & Body,person-role,1F473 1F3FB 200D 2640,minimally-qualified,👳🏻‍♀,E4.0 woman wearing turban: light skin tone
People & Body,person-role,1F473 1F3FC 200D 2640 FE0F,fully-qualified,👳🏼‍♀️,E4.0 woman wearing turban: medium-light skin tone
People & Body,person-role,1F473 1F3FC 200D 2640,minimally-qualified,👳🏼‍♀,E4.0 woman wearing turban: medium-light skin tone
People & Body,person-role,1F473 1F3FD 200D 2640 FE0F,fully-qualified,👳🏽‍♀️,E4.0 woman wearing turban: medium skin tone
People & Body,person-role,1F473 1F3FD 200D 2640,minimally-qualified,👳🏽‍♀,E4.0 woman wearing turban: medium skin tone
People & Body,person-role,1F473 1F3FE 200D 2640 FE0F,fully-qualified,👳🏾‍♀️,E4.0 woman wearing turban: medium-dark skin tone
People & Body,person-role,1F473 1F3FE 200D 2640,minimally-qualified,👳🏾‍♀,E4.0 woman wearing turban: medium-dark skin tone
People & Body,person-role,1F473 1F3FF 200D 2640 FE0F,fully-qualified,👳🏿‍♀️,E4.0 woman wearing turban: dark skin tone
People & Body,person-role,1F473 1F3FF 200D 2640,minimally-qualified,👳🏿‍♀,E4.0 woman wearing turban: dark skin tone
People & Body,person-role,1F472,fully-qualified,👲,E0.6 person with skullcap
People & Body,person-role,1F472 1F3FB,fully-qualified,👲🏻,E1.0 person with skullcap: light skin tone
People & Body,person-role,1F472 1F3FC,fully-qualified,👲🏼,E1.0 person with skullcap: medium-light skin tone
People & Body,person-role,1F472 1F3FD,fully-qualified,👲🏽,E1.0 person with skullcap: medium skin tone
People & Body,person-role,1F472 1F3FE,fully-qualified,👲🏾,E1.0 person with skullcap: medium-dark skin tone
People & Body,person-role,1F472 1F3FF,fully-qualified,👲🏿,E1.0 person with skullcap: dark skin tone
People & Body,person-role,1F9D5,fully-qualified,🧕,E5.0 woman with headscarf
People & Body,person-role,1F9D5 1F3FB,fully-qualified,🧕🏻,E5.0 woman with headscarf: light skin tone
People & Body,person-role,1F9D5 1F3FC,fully-qualified,🧕🏼,E5.0 woman with headscarf: medium-light skin tone
People & Body,person-role,1F9D5 1F3FD,fully-qualified,🧕🏽,E5.0 woman with headscarf: medium skin tone
People & Body,person-role,1F9D5 1F3FE,fully-qualified,🧕🏾,E5.0 woman with headscarf: medium-dark skin tone
People & Body,person-role,1F9D5 1F3FF,fully-qualified,🧕🏿,E5.0 woman with headscarf: dark skin tone
People & Body,person-role,1F935,fully-qualified,🤵,E3.0 person in tuxedo
People & Body,person-role,1F935 1F3FB,fully-qualified,🤵🏻,E3.0 person in tuxedo: light skin tone
People & Body,person-role,1F935 1F3FC,fully-qualified,🤵🏼,E3.0 person in tuxedo: medium-light skin tone
People & Body,person-role,1F935 1F3FD,fully-qualified,🤵🏽,E3.0 person in tuxedo: medium skin tone
People & Body,person-role,1F935 1F3FE,fully-qualified,🤵🏾,E3.0 person in tuxedo: medium-dark skin tone
People & Body,person-role,1F935 1F3FF,fully-qualified,🤵🏿,E3.0 person in tuxedo: dark skin tone
People & Body,person-role,1F935 200D 2642 FE0F,fully-qualified,🤵‍♂️,E13.0 man in tuxedo
People & Body,person-role,1F935 200D 2642,minimally-qualified,🤵‍♂,E13.0 man in tuxedo
People & Body,person-role,1F935 1F3FB 200D 2642 FE0F,fully-qualified,🤵🏻‍♂️,E13.0 man in tuxedo: light skin tone
People & Body,person-role,1F935 1F3FB 200D 2642,minimally-qualified,🤵🏻‍♂,E13.0 man in tuxedo: light skin tone
People & Body,person-role,1F935 1F3FC 200D 2642 FE0F,fully-qualified,🤵🏼‍♂️,E13.0 man in tuxedo: medium-light skin tone
People & Body,person-role,1F935 1F3FC 200D 2642,minimally-qualified,🤵🏼‍♂,E13.0 man in tuxedo: medium-light skin tone
People & Body,person-role,1F935 1F3FD 200D 2642 FE0F,fully-qualified,🤵🏽‍♂️,E13.0 man in tuxedo: medium skin tone
People & Body,person-role,1F935 1F3FD 200D 2642,minimally-qualified,🤵🏽‍♂,E13.0 man in tuxedo: medium skin tone
People & Body,person-role,1F935 1F3FE 200D 2642 FE0F,fully-qualified,🤵🏾‍♂️,E13.0 man in tuxedo: medium-dark skin tone
People & Body,person-role,1F935 1F3FE 200D 2642,minimally-qualified,🤵🏾‍♂,E13.0 man in tuxedo: medium-dark skin tone
People & Body,person-role,1F935 1F3FF 200D 2642 FE0F,fully-qualified,🤵🏿‍♂️,E13.0 man in tuxedo: dark skin tone
People & Body,person-role,1F935 1F3FF 200D 2642,minimally-qualified,🤵🏿‍♂,E13.0 man in tuxedo: dark skin tone
People & Body,person-role,1F935 200D 2640 FE0F,fully-qualified,🤵‍♀️,E13.0 woman in tuxedo
People & Body,person-role,1F935 200D 2640,minimally-qualified,🤵‍♀,E13.0 woman in tuxedo
People & Body,person-role,1F935 1F3FB 200D 2640 FE0F,fully-qualified,🤵🏻‍♀️,E13.0 woman in tuxedo: light skin tone
People & Body,person-role,1F935 1F3FB 200D 2640,minimally-qualified,🤵🏻‍♀,E13.0 woman in tuxedo: light skin tone
People & Body,person-role,1F935 1F3FC 200D 2640 FE0F,fully-qualified,🤵🏼‍♀️,E13.0 woman in tuxedo: medium-light skin tone
People & Body,person-role,1F935 1F3FC 200D 2640,minimally-qualified,🤵🏼‍♀,E13.0 woman in tuxedo: medium-light skin tone
People & Body,person-role,1F935 1F3FD 200D 2640 FE0F,fully-qualified,🤵🏽‍♀️,E13.0 woman in tuxedo: medium skin tone
People & Body,person-role,1F935 1F3FD 200D 2640,minimally-qualified,🤵🏽‍♀,E13.0 woman in tuxedo: medium skin tone
People & Body,person-role,1F935 1F3FE 200D 2640 FE0F,fully-qualified,🤵🏾‍♀️,E13.0 woman in tuxedo: medium-dark skin tone
People & Body,person-role,1F935 1F3FE 200D 2640,minimally-qualified,🤵🏾‍♀,E13.0 woman in tuxedo: medium-dark skin tone
People & Body,person-role,1F935 1F3FF 200D 2640 FE0F,fully-qualified,🤵🏿‍♀️,E13.0 woman in tuxedo: dark skin tone
